X,Y,OBJECTID,PARK_NAME,AGE_RANGE,DATE_INSTALLED,COMMENTS,DATA_SOURCE
-75.236444090584,39.9710385243882,147,Carroll Park,UNKNOWN,1970/01/01 00:00:00+00,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.2107167901287,40.017798076431,148,Sabatino La Noce Park,2_5_YEARS,1970/01/01 00:00:00+00,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.1072552131611,39.9822786306025,149,Thomas P Stokley Recreation Center,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0529896725632,40.0394475884287,150,Mayfair Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.1603039390569,39.9818937441077,151,Fletcher B Amos Playground,5_12_YEARS,2013/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1823492085481,40.0569539126466,152,Pleasant Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1660112088704,40.0018897454124,153,Vincent G Panati Playground,5_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0265213643425,40.0362341375632,154,Holmesburg Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0673924281359,39.9996846742421,155,Bridesburg Recreation Center,5_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1505669648274,39.9380930093534,156,Weccacoe Square,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1457565423431,39.9739514744782,157,Narcissa S Cruz Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0705417957539,40.0389528451494,158,Max Myers Playground,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2372128685939,39.905777141722,159,Eastwick Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2227718756362,39.9482425023871,160,Cedar Park,UNKNOWN,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1576604034587,39.9888592489422,161,Marie Winchester Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2347577199742,39.9489768677694,162,Albert W Christy Sr Recreation Center,5_12_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2034554031957,40.0513139052949,163,Allens Lane Art Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.1379363598562,39.9999850174795,164,Ramonita Negron Rivera Recreation and Community Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.1391219032281,39.9905720963083,165,Fairhill Square,5_12_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1525675534283,40.0244215916609,166,Stenton Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Capital Plans"
-75.1753006063331,40.081521027053,167,Dorothy Emanuel Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1181325493396,40.0342956922303,168,Charles J Ziehler Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1946055222832,39.9215266200184,169,29th and Passyunk Park,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0966273719279,39.9906881809255,170,Bernard Samuel Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1975657794585,39.936451673334,171,Jacob Stinger Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1549550378223,39.9635069210303,172,10th and Lemon Playground,UNKNOWN,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1928910514338,39.9375486121001,173,Donald P Finnegan Recreation Center,5_12_YEARS,2017/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1726676480677,39.9165183953549,174,Marconi Plaza,5_12_YEARS,1970/01/01 00:00:00+00,On the Northwest Side,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1346945572285,39.9826237092782,175,Norris Square,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2501887991733,39.9690310656865,176,William T Granahan Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1656928775689,40.0536721644427,177,Awbury Park and Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1771515683954,40.0516014568484,178,Cliveden Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1085341129109,40.0014167858753,179,Joseph A Scanlon Playground,UNKNOWN,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0539395134337,40.0261909002348,180,Franklin Delano Roosevelt Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1514373183259,39.9277243497461,181,John Dickinson Square,5_12_YEARS,1970/01/01 00:00:00+00,,"Google Street View 2018, Pictometry 2020"
-75.2285796810518,39.9754028536666,182,Conestoga Community Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.0987858036903,39.997689463371,183,Robert T Heitzman Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0935764508442,40.0300176785518,184,Edward Houseman Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Pictometry 2020"
-75.1657310635481,40.0239109958025,185,Happy Hollow Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1570397670577,39.9228930598243,186,James Otis Ford Playground,5_12_YEARS,2016/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1524419409755,39.9426444819429,187,Starr Garden Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Pictometry 2020"
-75.2134908986814,39.9306560266241,188,Bartrams Garden,UNKNOWN,1970/01/01 00:00:00+00,,Street Smart 2020
-75.0337305686579,40.1001709143942,189,William A Lackman Memorial Playground,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.196089887601,39.9672194880105,190,Miles Mack Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.216482788536,39.9712550667543,191,Sister Clara Muhammad Square,5_12_YEARS,2010/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2307159936833,39.9234254932314,192,George Connell Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2297150079051,39.9634969547277,193,Ann P Nichols Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2481975945122,39.9082693426318,194,William A Cibotti Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1593180976964,39.9342275999501,195,Dr Nicola Capitolo Playground,5_12_YEARS,2019/04/01 00:00:00+00,,"Pictometry 2020; Capital Drawings (2019)"
-75.1869107767414,39.9258310588989,196,Thomas B Smith Recreation Center,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1907595260522,39.9649033226891,197,33rd and Wallace Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1697610596748,40.0655069715485,198,Charles M Finley Playground,5_12_YEARS,2018/01/01 00:00:00+00,,"Google Street View 2018, Capital Data 2019, Pictometry 2020"
-75.2104582846483,39.9618441517971,199,John A Lee Cultural Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.1675996189873,39.9942366242076,200,Cecil B Moore Recreation Center,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1284443251198,39.9718381587555,201,Fishtown Recreation Center,2_5_YEARS,2020/01/01 00:00:00+00,Redeveloped through Rebuild (2019-2020),"Pictometry 2020;Rebuild Construction Updates 2020"
-75.0934139292111,40.0221004157621,202,Private Alfred J Simpson Memorial Recreation Center,5_12_YEARS,2020/01/01 00:00:00+00,Renovated in 2020,"Pictometry 2020;Street Smart 2020"
-75.0418562048145,40.0321953748848,203,Senator William Vincent Mullin Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1332225042414,40.0025780259334,204,Corporal George J Reed Jr Memorial Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1599161654954,40.0321298259844,205,Wister Playground,5_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0515507498782,40.0922952517688,206,CCA Baldi Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.2390760174365,39.9566474671336,207,Howard Sayre Morris Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.2282442477752,39.9349248118025,208,Francis J Myers Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1655715518693,40.0065423634067,209,22nd and Ontario Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.06959250876,40.0242311757722,210,Wissinoming Park,UNKNOWN,1970/01/01 00:00:00+00,,"Google Street View 2016, Pictometry 2020"
-75.0076998530554,40.1231205913992,211,Daniel Boyle Memorial Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020; GIS Field Verified 2020"
-75.1521120545584,39.9862524245436,212,Penrose Memorial Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-74.9929836836587,40.0418751130629,213,Fish Hatchery at Pleasant Hill Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.2159186086897,39.9660813219399,214,Mill Creek Playground and Recreation Center,5_12_YEARS,2014/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1510967643365,39.9664055886607,215,East Poplar Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2168782433338,39.9424473587604,216,Kingsessing Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1460243838729,39.9895175139085,217,Veterans Memorial Recreation Center of the Nineteenth Ward,5_12_YEARS,2013/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1210198220514,40.0217028955394,218,Feltonville Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.091801925408,40.0119121682411,219,Joseph Deni Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2465068040175,39.897767837194,220,82nd and Lyons Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1818781017793,39.9687762023139,221,26th and Pennsylvania Playground,UNKNOWN,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2150402347204,39.9918137004081,222,Belmont Grove,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2126049913747,39.9784378318954,223,Carousel House Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Cyclomedia 2018, Playground Equipment 2017"
-75.0208129997223,40.0384978937791,224,Torresdale and Enfield Fields,5_12_YEARS,1970/01/01 00:00:00+00,,"Google Street View 2018, Playground Equipment 2017"
-75.1703716502153,40.0164677906322,225,Fernhill Park,UNKNOWN,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.150847914177,39.98964079541,226,Stephen E Fotteral Square,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.0246199332594,40.1143190937043,227,Tomlinson and Gifford Playground,2_5_YEARS,2020/01/01 00:00:00+00,Installed between 2019 and 2020,"Pictometry 2020, Rebuild Construction Update 2020"
-75.2073080614601,39.9788213893521,228,West Fairmount Park,UNKNOWN,1970/01/01 00:00:00+00,Next to Kelly Pool,"Cyclomedia 2018, Pictometry 2020"
-75.1875507801681,39.9731900681171,229,East Fairmount Park,UNKNOWN,1970/01/01 00:00:00+00,Between Sedgley Porter's House and Lemon Hill,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1873724194668,39.9891466849118,230,Joseph E Mander Playground,5_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2555577414159,39.9744155022608,231,Charles A Papa Playground,5_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2262666449686,39.9826230875729,232,Parkside Evans Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2598754807661,39.9728240267115,233,Samuel Rose Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1763837524587,39.9636333089655,234,Von Colln Field,2_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0667836255178,40.0809288457306,235,Verree and Susquehanna Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.2384321943546,39.940621489952,236,Whitby Avenue Playground,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1755356284173,39.9566842802111,237,Coxe Park,2_5_YEARS,1970/01/01 00:00:00+00,,Street Smart 2020
-75.1489392117269,40.0397657223049,238,Fanny Kemble Abolitionist Memorial Park,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1957170584377,40.0090819602494,239,Inn Yard Park,UNKNOWN,1970/01/01 00:00:00+00,,"Pictometry 2020, Cyclomedia 2018, Playground Equipment 2017"
-75.1628581117542,39.9727445527793,240,Stiles Street Play Lot,5_12_YEARS,1970/01/01 00:00:00+00,,Street Smart 2020
-75.1956922082511,39.9814640321611,241,Smith Memorial Playground and Playhouse,2_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.1776230009895,39.9313612251772,242,Ralph Brooks Park,2_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0074970075443,40.1230106170169,243,Daniel Boyle Memorial Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020; GIS Field Verified 2020"
-74.9698842918469,40.1028681072158,244,Jim Junod Recreation Center,2_5_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0244879543212,40.1145124102219,245,Tomlinson and Gifford Playground,5_12_YEARS,2020/01/01 00:00:00+00,Installed between 2019 and 2020,"Pictometry 2020, Rebuild Construction Update 2020"
-74.9717436632148,40.0964836750076,246,Eileen Fitzpatrick Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-74.9896057768828,40.095014884249,247,Michael Palmer Playground,2_5_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-74.9891960245704,40.0807754190309,248,Elizabeth M Picariello Playground,2_5_YEARS,2010/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-74.9742670302927,40.0794936358569,249,Corporal Jimmy OConnor Memorial Playground,2_5_YEARS,1970/01/01 00:00:00+00,Formerly Chalfont Playground,"Pictometry 2020, Playground Equipment 2017"
-75.0207818807811,40.0918414954948,250,Officer Robert Hayes Memorial Playground,2_5_YEARS,2020/01/01 00:00:00+00,Installed between 2019 and 2020.,"Pictometry 2020, Rebuild Construction Updates 2020, Capital Drawings"
-74.9918853499368,40.0680889260555,251,Thomas Mitchell Playground,2_5_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0338014700913,40.100051719099,252,William A Lackman Memorial Playground,2_5_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0515367400775,40.0921792980543,253,CCA Baldi Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0673109892457,40.0806571250478,254,Verree and Susquehanna Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0823777369154,40.0745683651852,255,Fox Chase Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0504564036826,40.0621948837066,256,George C Pelbano Playground,2_5_YEARS,1970/01/01 00:00:00+00,No Signage. Has a Fence. Swings and Playground Equipment.,"Pictometry 2020; GIS Field Verified 9/2020"
-75.0117968259344,40.056254091575,257,Thomas Holme School Playground,2_5_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0024886547919,40.0522643934671,258,George Jacobs Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-74.9931426203982,40.0420858658673,259,Fish Hatchery at Pleasant Hill Park,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0245212126538,40.0481605220755,260,James J Ramp Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"On-Site Assessment, Pictometry 2020"
-75.0208097803548,40.0385950486094,261,Torresdale and Enfield Fields,2_5_YEARS,1970/01/01 00:00:00+00,,"Street Smart 2020; Pictometry 2020"
-75.026648815198,40.0359796820679,262,Holmesburg Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0345160790282,40.0299254575374,263,Charles A Russo Playground,2_5_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0421092216299,40.0321500845671,264,Senator William Vincent Mullin Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0496204082297,40.0281052017422,265,Joseph F Vogt Playground,2_5_YEARS,2008/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0612334037611,40.0290633063445,266,Lower Mayfair Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0537693560994,40.0262762757033,267,Franklin Delano Roosevelt Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0543139177021,40.0186501903121,268,American Legion Playground,2_5_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0627765690273,40.016110428061,269,Victor J Moss Memorial Field,2_5_YEARS,2020/01/01 00:00:00+00,Installed between 2019 and 2020.,"Pictometry 2020, Rebuild Construction Updates 2020, Capital Drawings"
-75.0528712401808,40.0393370493819,270,Mayfair Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0799779539464,40.0240998020184,271,Joseph C McIlvain Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Google Street View 2018, Pictometry 2020"
-75.0766587216297,40.0564055382632,272,Thomas E Jardel Memorial Field,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0819272493929,40.0406861238511,273,Seymour Tarken Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.093723823846,40.029897120144,274,Edward Houseman Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Pictometry 2020"
-75.10082297081,40.0458529901326,275,Lawncrest Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0766404072726,40.0143963396992,276,William (Billy) Gambrel Playground,2_5_YEARS,2009/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0830320926828,40.0140315164298,277,Hedge Street Park,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.0730394240863,40.0108323669791,278,Carmella A DiTizio Playground,2_5_YEARS,1970/01/01 00:00:00+00,Site under construction (8/2020),Pictometry 2020
-75.0671295483816,39.9996794082638,279,Bridesburg Recreation Center,2_5_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0987625046483,39.9979368603336,280,Robert T Heitzman Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Pictometry 2020, Playground Equipment 2017"
-75.1235034718775,39.9944390401347,281,Marian Winfield Hissey Recreation Center,2_5_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0966945883666,39.9907631295521,282,Bernard Samuel Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1013376073198,39.9866140690212,283,Frank Glavin Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1007415581084,39.9831713485612,284,Reverend M Monkiewicz Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1072015621306,39.9821909698634,285,Thomas P Stokley Recreation Center,2_5_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1125840323082,39.984041811817,286,Cohocksink Recreation Center,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1179941182692,39.9815173528297,287,Frederick Cione Playground,2_5_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1238118667023,39.9840747697198,288,Black Coyle and McBride Playground,2_5_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1323202565962,39.9773287585524,289,Dan Shissler Recreation Center,5_12_YEARS,1970/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1285867837201,39.9717792127678,290,Fishtown Recreation Center,5_12_YEARS,2020/01/01 00:00:00+00,Redeveloped through Rebuild (2019-2020),"Pictometry 2020;Rebuild Construction Updates 2020"
-75.0934300586678,40.0219734626528,291,Private Alfred J Simpson Memorial Recreation Center,2_5_YEARS,2020/01/01 00:00:00+00,Renovated in 2020,"Pictometry 2020;Street Smart 2020"
-75.0968748652992,40.0131021513219,292,Boniface Piccoli Playground,2_5_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0973128054553,40.0128432554799,293,Boniface Piccoli Playground,2_5_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
